compound_id,target_id,target_family,molecular_weight,alogP,HBD,HBA,rotatable_bonds,TPSA,assay_type,assay_pH,assay_temp_C,data_source,assay_confidence,pKd,interaction,fp_pc1,fp_pc2,fp_pc3,fp_pc4,fp_pc5,fp_pc6,fp_pc7,fp_pc8,fp_pc9,fp_pc10,fp_pc11,fp_pc12,fp_pc13,fp_pc14,fp_pc15,fp_pc16,prot_emb1,prot_emb2,prot_emb3,prot_emb4,prot_emb5,prot_emb6,prot_emb7,prot_emb8
CMPD_10543,TRG_2043,Transporter,388.92,5.514,1,3,5,105.191,HTS,7.85,26.9,BindingDB,0.801,5.068,0,1.1617,-0.1301,1.3187,-1.9655,0.5269,0.9058,0.2902,-1.2943,-1.233,-1.5838,-0.9388,-0.9661,0.595,-1.3787,1.3337,1.756,-0.3428,1.8959,-0.0631,-0.5202,-0.6912,-0.8178,0.9566,0.9764
CMPD_10544,TRG_2044,IonChannel,355.158,2.49,1,3,4,112.025,Functional Assay,6.86,26.8,ChEMBL,0.62,8.86,1,-0.9672,-0.6599,-0.4776,-0.7335,0.271,-0.9349,-0.3275,0.3811,-0.1919,0.6363,0.354,-0.8753,1.7137,-0.7702,-1.4974,-0.2102,1.1369,-0.3011,-0.3838,-1.212,1.5477,-0.9915,0.8573,-1.5659
CMPD_10545,TRG_2045,GPCR,191.963,3.704,2,3,6,35.001,SPR,7.11,29.7,BindingDB,0.394,6.704,1,0.7088,1.6606,-0.7462,-0.7298,0.8508,0.2242,-0.0317,0.7898,0.6404,-1.0046,1.0724,-1.1626,-1.3958,-0.2985,-0.7532,0.2355,-0.3095,-0.8726,1.3176,0.0175,-0.8377,1.7207,-0.6598,0.4511
CMPD_10546,TRG_2046,Kinase,274.853,0.535,0,6,2,48.596,Binding Assay,6.5,28.2,ChEMBL,0.997,7.776,1,-0.6265,1.3611,-0.9596,-0.1811,0.3077,-0.5105,3.2014,-1.5136,0.1133,-0.1441,1.6418,1.31,0.2231,-0.5029,-0.1217,-0.0313,1.604,-0.2063,-0.5625,0.925,-0.2003,1.6025,-0.5065,0.4071
CMPD_10547,TRG_2047,Transporter,338.473,1.803,1,5,6,158.873,Binding Assay,7.92,25.4,BindingDB,0.875,7.517,1,0.7402,-0.8313,-0.3259,-0.1838,0.1408,0.4673,0.2977,-0.6375,-1.7256,0.0964,-0.4473,0.7955,1.5528,-1.5314,-1.4816,1.1632,-0.9358,1.4156,0.5376,1.6308,0.3835,0.262,0.6259,0.1749
CMPD_10548,TRG_2048,IonChannel,253.224,3.752,0,5,4,122.723,Functional Assay,8.38,24.6,BindingDB,0.435,6.912,1,0.7376,1.3201,0.4835,-0.396,1.5981,-1.3754,-1.1557,-0.0747,-0.6245,-0.4692,-2.0598,-1.254,-0.1739,-0.7748,-0.2661,-0.1592,1.6275,-0.5963,1.4718,-0.7283,-0.2826,-0.1642,0.7751,2.5798
CMPD_10549,TRG_2049,Transporter,397.994,4.028,2,4,2,158.846,Binding Assay,6.99,28.0,ChEMBL,0.953,3.598,0,-1.9418,-0.9467,-2.4735,1.3601,-0.1843,0.2946,-0.5096,1.3339,1.9477,1.4609,-0.9104,-1.7199,1.8473,-0.1845,-0.6675,0.322,-0.3053,-0.8465,0.9102,-0.1774,-1.0181,0.7592,0.0401,-0.6472
CMPD_10550,TRG_2050,IonChannel,472.46,1.971,2,7,10,154.094,Binding Assay,5.9,17.0,BindingDB,0.72,5.396,0,1.047,1.8387,-0.1047,1.3755,-0.5525,-0.8806,-1.9961,0.6541,0.731,0.426,0.7339,-0.1589,1.533,0.3413,0.189,-0.0752,-0.3902,-1.1428,-0.5922,1.4072,-0.0729,-0.56,0.6083,0.1327
CMPD_10551,TRG_2051,Enzyme,447.501,2.371,2,7,4,149.791,HTS,6.63,25.7,BindingDB,0.719,4.991,0,1.3734,-0.7338,-1.5679,-0.6609,0.7315,0.2638,-0.6896,-0.8711,-0.1846,0.8404,-0.7797,-0.3597,0.2643,0.3133,-0.3701,-0.1907,-0.4864,-0.7554,0.1107,-0.0313,0.6633,-0.6039,-0.384,0.0342
CMPD_10552,TRG_2052,IonChannel,332.925,-0.232,1,4,5,67.669,HTS,6.81,27.8,InHouse,0.837,9.801,1,0.0978,0.4192,-1.6573,-1.2799,-0.6961,-0.1144,1.1419,-0.0232,-0.5209,0.5327,0.2435,-0.8293,-0.3738,0.7754,-0.0717,-0.8976,-0.2901,0.2817,-0.103,-0.8468,1.4649,-2.1432,1.0402,0.2902
CMPD_10553,TRG_2053,IonChannel,469.258,1.857,2,4,6,146.552,Binding Assay,6.4,24.6,BindingDB,0.711,8.603,1,1.1918,-0.8968,-1.2849,1.8844,0.9076,2.7469,-0.1665,-3.0876,0.539,-1.5596,-0.5319,1.5328,-0.4779,-0.0334,-0.6111,-1.9065,0.7458,-1.3783,1.1312,-1.1921,-3.1635,-0.2151,-0.547,0.3276
CMPD_10554,TRG_2054,Enzyme,361.893,4.103,2,5,5,70.973,Binding Assay,6.58,23.9,ChEMBL,0.648,7.439,1,-0.55,0.322,0.5067,-0.1007,0.0018,0.6996,-0.2877,0.4246,1.5456,2.6033,-0.2444,1.4773,-0.2579,2.1093,-1.1012,1.4826,-0.9389,2.3222,-2.0287,0.1654,-0.3146,-1.0825,1.2653,-1.3963
CMPD_10555,TRG_2055,GPCR,323.033,3.535,2,5,2,54.779,HTS,7.32,25.9,ChEMBL,0.767,8.751,1,-0.7806,0.5427,0.0099,-0.1609,-1.0445,0.1964,-1.7397,-1.0249,-0.3341,-0.0776,-0.2936,0.7187,0.9158,0.7758,0.1798,0.2496,-1.0075,0.7063,1.412,-2.1918,-0.7398,-1.0379,-1.9849,-0.7235
CMPD_10556,TRG_2056,Kinase,300.928,3.401,0,2,1,25.579,Binding Assay,7.6,29.0,ChEMBL,0.891,5.93,0,2.119,-1.6749,-0.0469,-1.3388,1.1497,0.7322,0.682,0.2029,0.0149,0.8312,-0.5465,-0.9299,-1.1257,-0.1522,-1.3786,-0.0397,0.6272,-0.2991,1.1974,0.8191,0.4017,0.3719,0.3653,1.8144
CMPD_10557,TRG_2057,Kinase,325.802,2.59,1,2,4,113.984,Functional Assay,5.96,26.4,ChEMBL,0.304,7.221,1,-0.758,-0.9356,-0.5946,-0.1485,-0.0232,1.2635,0.891,-0.7767,-1.4737,-0.7965,0.0387,0.627,1.2472,-0.1107,1.3522,0.8533,-1.4226,-0.1594,-0.0507,-0.499,-1.7197,0.2055,-0.6936,0.8115
CMPD_10558,TRG_2058,Transporter,318.946,2.513,0,4,4,102.231,HTS,6.88,23.0,InHouse,0.304,6.98,1,-1.1334,-0.7262,-0.7842,0.3307,-0.3068,0.6424,2.8495,0.9872,-1.3469,0.5866,-0.7693,-0.1005,-0.3354,0.8291,1.6727,-1.1858,-1.154,-1.336,2.963,0.9437,0.7398,0.7692,0.6635,-0.2935
CMPD_10559,TRG_2059,IonChannel,363.633,1.311,3,6,7,96.975,HTS,7.22,28.7,Literature,0.113,4.299,0,-0.0254,-1.1212,-0.6975,0.1019,-0.3115,-0.8415,-1.4008,-0.909,-0.232,0.2423,-0.0301,0.6991,0.5911,-0.0836,-1.3293,-1.1682,-0.3762,0.8687,0.0522,-0.9298,-0.0685,0.0035,-0.5212,0.3564
CMPD_10560,TRG_2060,Transporter,362.846,3.758,0,3,2,91.502,Functional Assay,6.56,29.2,InHouse,0.328,6.172,0,-1.9719,-0.4041,0.4947,0.5613,2.4173,-0.33,-0.4741,1.0488,-1.0393,0.3466,2.0639,-0.2271,0.4803,-2.6856,1.3867,0.0901,0.4949,-1.1444,-0.324,0.5189,0.0983,-2.2406,0.0145,1.289
CMPD_10561,TRG_2061,Kinase,350.244,3.258,0,4,1,31.869,Binding Assay,7.34,22.6,BindingDB,0.162,6.867,1,0.6721,-1.4801,-0.9684,-0.5362,0.1139,-0.7621,-1.2187,-0.249,-0.3512,-1.9982,-0.3617,-0.3886,-0.0723,1.5015,-1.2254,-1.1998,-0.7541,0.3255,-0.1497,0.8238,-0.0501,-0.554,-0.0345,-0.9881
CMPD_10562,TRG_2062,Kinase,384.955,3.386,2,4,6,125.742,Binding Assay,7.13,33.4,BindingDB,0.516,7.036,1,-0.8184,1.7516,-0.1707,-0.5392,-0.2999,-0.4674,-0.3435,-0.0983,-0.5231,-1.1319,0.7544,-1.1854,0.3322,0.3575,0.0119,0.3166,1.014,1.4165,-1.2379,-0.1925,1.4871,0.7938,0.0809,-0.0217
CMPD_10563,TRG_2063,Kinase,445.252,1.553,0,4,3,120.954,HTS,6.93,25.0,ChEMBL,0.88,5.0,0,0.137,0.8834,0.6633,-0.2397,2.0098,0.1547,-1.858,-0.7124,-0.3407,0.7512,-0.3804,0.1406,1.0581,-0.2006,-2.4188,-0.1579,-1.4263,-2.2189,-0.1916,0.0843,-0.7062,0.3436,-1.4762,0.3042
CMPD_10564,TRG_2064,GPCR,425.964,-1.376,1,3,1,163.629,HTS,6.68,27.8,Literature,0.309,5.363,0,-1.8768,0.537,0.9181,0.3868,-0.4881,-0.4713,-0.339,-0.7068,-1.35,0.9218,-0.9366,0.2574,0.3093,0.3988,0.316,-1.1263,1.2127,-0.762,0.8383,1.359,2.8387,-0.5251,-0.4361,0.1234
CMPD_10565,TRG_2065,IonChannel,231.208,4.475,1,2,3,75.211,Functional Assay,7.36,27.2,Literature,0.74,6.629,1,-0.3132,-0.0234,-1.0612,0.6862,-1.0156,-0.2281,-2.0172,-0.2769,0.8762,1.3109,0.8299,-0.8418,0.2219,0.4218,-1.3544,0.4465,1.3595,0.0092,-0.9622,-0.2326,0.0063,-1.2591,0.7761,-0.4714
CMPD_10566,TRG_2066,GPCR,145.686,1.638,1,1,4,71.937,SPR,6.74,22.9,BindingDB,0.673,4.286,0,-0.5109,1.804,-1.3961,-1.2829,0.8359,1.2929,0.5147,0.6308,-0.4618,0.1861,2.1119,-3.1449,-1.1276,-1.4444,-1.1256,0.4144,-0.0296,-0.3617,-0.2729,0.8166,-0.3166,0.7403,0.7414,-0.4858
CMPD_10567,TRG_2067,GPCR,424.746,0.947,0,6,1,127.134,SPR,6.16,23.6,ChEMBL,0.647,7.911,1,1.8353,0.3649,0.4103,0.2591,-0.0096,2.1413,0.7692,-0.1887,-0.0586,0.8584,-1.0097,-0.6195,1.017,1.2332,0.6982,0.8653,-0.2487,-0.5854,0.7715,0.8982,-1.2748,-0.8355,1.0,-0.7511
CMPD_10568,TRG_2068,Enzyme,240.65,3.748,1,5,3,79.462,Functional Assay,7.21,25.2,InHouse,0.616,7.789,1,-0.0739,0.7718,0.9832,-0.8395,-0.6015,1.0497,1.5183,-2.6463,1.1255,-1.0314,-0.4067,-0.5867,-3.1024,0.1466,0.6447,1.1528,0.1293,-1.1345,-0.6921,1.2643,0.1198,-0.6654,-0.5458,0.6953
CMPD_10569,TRG_2069,GPCR,332.019,1.794,0,5,5,136.851,SPR,6.46,19.4,ChEMBL,0.678,6.216,0,-1.3858,0.4982,-0.8774,0.1005,0.3617,-0.6083,0.5972,0.6379,-0.9478,1.0181,-0.087,0.3298,-0.1896,1.4837,0.4859,2.3944,0.5182,-0.5815,1.0879,-1.4588,-0.3004,0.0137,0.2818,0.4736
CMPD_10570,TRG_2070,IonChannel,256.391,4.408,0,4,1,69.222,Functional Assay,6.21,27.5,InHouse,0.8,4.639,0,-0.4041,1.2202,1.1998,0.103,0.1322,0.7779,-0.9763,0.7928,-0.4531,-0.4025,-0.7111,0.4415,1.7076,-1.1885,-1.3902,-0.2111,-0.4097,1.7304,-2.0691,-0.6144,-1.5309,0.2715,-0.4815,1.5969
CMPD_10571,TRG_2071,Transporter,205.842,3.611,0,4,2,80.627,Functional Assay,7.28,19.3,InHouse,0.962,7.087,1,-1.7819,-0.5711,-0.7172,-0.7922,1.1663,-0.2082,-1.1884,-0.3873,-0.1217,1.5484,0.7766,-0.5687,-1.9454,-0.5012,-0.3591,0.0032,-1.6959,-0.105,-0.0568,-0.6079,1.3121,-0.7879,-1.93,-0.8749
CMPD_10572,TRG_2072,GPCR,393.317,3.73,2,6,5,100.254,Binding Assay,7.1,25.0,ChEMBL,0.788,7.753,1,1.1641,0.9486,0.3665,-0.0172,0.0716,0.5564,1.062,1.686,1.2851,-0.0598,0.2638,0.9083,0.1086,0.4678,-0.7255,0.8291,0.8964,-0.45,-0.281,-1.0679,-0.1504,0.7211,2.4861,1.9311
CMPD_10573,TRG_2073,IonChannel,410.732,0.041,1,2,7,117.975,SPR,6.68,23.0,Literature,0.398,6.501,1,-0.9582,1.0949,-0.0381,-2.1222,-1.081,0.2931,-0.2092,0.6669,0.2576,0.5142,-0.563,0.6426,0.1083,-1.121,-0.0636,0.1854,-0.1038,-0.2074,1.5114,0.6148,-0.2057,1.004,-0.0267,0.3453
CMPD_10574,TRG_2074,Enzyme,303.879,4.681,3,4,6,154.905,Functional Assay,7.34,26.7,Literature,0.651,5.826,0,-1.6427,0.2953,1.0884,0.1845,0.4333,-1.3042,0.7159,-1.1181,0.5757,-1.4586,1.9759,-2.2324,0.3006,-2.2377,-1.7672,-0.7762,1.2521,-0.6798,-0.1849,-0.8296,1.3004,-2.4387,0.2782,-2.1581
CMPD_10575,TRG_2075,Enzyme,142.717,2.97,3,5,1,68.435,Binding Assay,7.45,18.4,Literature,0.496,8.248,1,0.3139,0.0444,0.2185,-0.7351,1.64,0.7067,-0.3502,0.6588,-0.4381,-0.4802,-0.1078,-1.1782,-0.2714,-1.6249,0.1421,-0.1802,-0.1005,-0.5209,0.0502,0.1537,0.1651,0.7595,-1.9893,-0.5249
CMPD_10576,TRG_2076,Kinase,306.3,1.835,2,7,2,70.232,SPR,7.34,20.0,BindingDB,0.747,5.667,0,2.0346,1.1674,-0.8985,-1.4247,1.0192,-0.6581,1.5257,-0.8127,-0.6122,2.2279,-1.0298,-0.2372,-0.243,-0.8903,0.9985,0.0474,0.4215,2.3055,1.4672,0.4656,-0.0586,0.1482,0.0474,0.4833
CMPD_10577,TRG_2077,Enzyme,381.344,2.758,3,2,2,131.32,Functional Assay,7.32,23.2,ChEMBL,0.534,6.528,1,0.461,0.509,-2.3542,0.4867,-0.022,-0.4703,0.4849,1.9145,-0.1243,0.1561,0.0299,-0.7427,0.5686,1.3554,0.2862,-0.0748,1.5592,1.2084,0.1084,0.3241,-0.7462,0.6061,2.5749,1.3197
CMPD_10578,TRG_2078,GPCR,231.687,-0.697,1,2,2,18.307,HTS,6.24,26.6,BindingDB,0.73,8.539,1,0.2288,-0.8747,0.4486,0.4469,0.0869,-0.0556,0.8986,0.404,0.1254,-0.2295,0.8907,0.8853,-0.2886,0.958,0.1624,-1.051,-0.5259,0.9912,1.5785,-1.578,0.2113,0.1233,-0.5871,-0.3375
CMPD_10579,TRG_2079,GPCR,364.669,3.236,0,2,8,100.553,Binding Assay,7.98,25.7,BindingDB,0.879,4.281,0,0.753,0.6376,-0.856,0.0332,0.5848,-2.8737,2.4307,1.8449,-0.7442,1.9767,-0.4847,-1.7857,0.7864,-1.7711,-0.6036,0.9636,-1.0163,-0.8732,0.583,0.3013,-0.3599,-1.9158,0.524,-0.4067
CMPD_10580,TRG_2080,GPCR,348.775,0.647,1,6,7,66.496,Functional Assay,7.53,28.2,ChEMBL,0.477,4.222,0,0.0238,0.0413,1.0314,-1.7105,-0.0172,-0.6765,0.2256,-0.2583,0.0934,-0.0512,0.981,0.583,1.0765,-1.0105,-0.0821,0.5837,-1.015,0.4986,-0.3761,1.8448,-0.5103,0.1158,-1.494,0.6273
CMPD_10581,TRG_2081,Enzyme,396.343,0.065,1,3,2,136.979,Binding Assay,6.63,25.3,BindingDB,0.895,6.89,1,-0.5037,0.4725,0.9332,2.227,-0.2219,-0.0709,-0.4553,-1.1742,-0.756,-2.4706,-0.0907,0.5914,-0.9201,0.8417,-1.3058,0.4082,1.2186,0.8112,-1.2313,2.0023,0.7961,-0.0686,0.5935,-0.88
CMPD_10582,TRG_2082,GPCR,359.566,-0.24,1,5,2,100.313,HTS,7.19,24.9,InHouse,0.716,8.23,1,-0.1144,-0.2358,0.0669,-0.0528,0.9915,-1.0344,-1.477,0.2079,0.1296,0.9468,1.7838,-1.2469,-0.2443,0.7462,0.2353,-1.0158,-0.8709,1.6674,-0.4447,-0.5698,0.2481,-0.5644,0.4389,1.5715
CMPD_10583,TRG_2083,GPCR,272.154,4.503,1,7,4,92.985,Binding Assay,7.31,21.8,ChEMBL,0.601,8.962,1,-0.9459,-1.4236,-0.1661,-2.5329,0.6191,-0.5618,0.8041,-0.099,1.3053,0.8858,1.6507,0.855,-1.4888,0.7949,-0.6459,0.2666,-2.2975,0.8171,-0.1381,-0.1895,0.3055,0.7122,2.1833,-1.1782
CMPD_10584,TRG_2084,IonChannel,445.726,1.367,0,2,7,164.685,Functional Assay,7.18,24.3,ChEMBL,0.119,5.814,0,-1.0926,1.4694,2.4135,-0.798,-0.0441,1.8187,1.404,-1.6783,-0.5942,0.5066,-0.6547,-0.6489,0.2038,-0.2233,-0.0995,-0.6635,-0.6123,0.0855,0.0994,1.133,0.6335,-0.427,0.642,-0.6331
CMPD_10585,TRG_2085,Kinase,337.318,5.261,0,4,8,82.787,SPR,8.28,24.9,ChEMBL,0.55,5.767,0,-0.4219,-0.2075,-0.2863,-0.6448,0.1271,-0.119,0.8502,1.1055,-2.203,-0.734,1.2561,0.2342,-0.8412,0.1309,0.7789,0.9459,0.1333,1.1681,-0.4703,0.5841,0.6111,0.7531,0.8308,0.1465
CMPD_10586,TRG_2086,Kinase,347.816,1.536,0,2,3,87.365,Binding Assay,6.03,18.8,InHouse,0.502,9.14,1,-1.1216,-0.0142,0.5234,0.2058,-0.6389,0.7917,-0.0487,-0.1705,-1.5958,1.4071,0.0206,0.3092,-0.0688,0.6067,-0.3151,0.1283,0.4143,-0.4488,-1.7182,0.6692,-1.4433,-0.2033,-0.7066,-0.4903
CMPD_10587,TRG_2087,Kinase,275.339,-0.573,1,5,4,81.12,HTS,6.31,22.3,BindingDB,0.698,6.172,0,-0.5246,0.6834,1.6612,2.0883,0.3436,-2.0503,0.2943,-1.1189,-0.779,1.1982,-1.1035,2.7259,1.1558,-0.6634,-0.1676,-0.6412,0.8785,0.8709,-0.3431,-0.8875,0.6413,-2.3096,0.3608,-1.0074
CMPD_10588,TRG_2088,Kinase,314.537,0.49,1,5,2,59.941,HTS,5.82,26.4,ChEMBL,0.224,8.047,1,0.1788,0.3168,0.7645,0.7285,-0.5584,0.9447,0.5748,0.5427,0.449,-0.3509,0.3535,-0.6525,-0.1355,-0.8164,-0.7376,0.2467,2.3687,1.8906,0.8021,-0.1013,0.5706,-1.0097,0.5668,0.1483
CMPD_10589,TRG_2089,Kinase,279.216,4.724,3,2,3,83.316,Binding Assay,7.25,25.5,Literature,0.8,6.796,1,-0.8304,0.6662,-0.5851,0.2799,-0.3278,0.3192,-0.3185,-0.4148,0.2765,-1.7936,-0.3549,-0.9303,-1.6419,2.0131,-1.7507,1.4041,0.7337,0.5787,0.676,-1.8452,-0.4541,-0.0291,0.1773,-0.8412
CMPD_10590,TRG_2090,Kinase,336.164,2.219,0,3,3,102.512,Binding Assay,7.53,24.2,ChEMBL,0.753,5.653,0,1.7237,-1.515,-1.2376,-0.9985,0.7979,0.3732,1.8779,-0.0797,-1.7899,-0.9486,-1.0665,0.2628,-0.9046,-0.5854,-1.9189,1.4034,-0.445,0.2983,1.5989,0.6209,-0.2473,-0.0724,-0.9281,0.023
CMPD_10591,TRG_2091,IonChannel,486.937,1.513,1,5,7,155.239,Binding Assay,7.42,23.2,BindingDB,0.066,4.953,0,1.6106,0.2788,-0.18,0.2016,-0.4799,0.7368,-0.4619,-1.9316,0.785,-0.3576,0.5193,0.5131,1.4525,-1.4594,-1.2265,-0.5539,0.7088,0.4272,-2.1847,1.2227,3.1975,1.252,-0.2547,-0.1377
CMPD_10592,TRG_2092,Kinase,240.248,2.788,0,7,2,88.856,Binding Assay,7.03,19.8,InHouse,0.818,7.592,1,0.66,0.0929,-2.2941,0.477,-1.4414,-0.0527,1.5039,0.1325,0.1763,-0.9542,-0.7442,2.7094,0.1315,1.1252,0.9657,2.223,-0.0497,-1.7469,0.1851,-0.3982,-1.4811,-0.1539,0.4163,-1.0516
CMPD_10593,TRG_2093,GPCR,220.915,3.403,0,3,6,2.15,HTS,7.44,18.5,InHouse,0.605,5.015,0,0.2161,-1.0775,0.1027,0.7968,1.2784,-0.6378,-0.8051,1.2629,-0.4664,-0.2885,1.4022,1.3394,-0.1789,1.2578,0.8235,0.3071,-0.1951,-1.7698,-1.2275,0.7713,-0.5852,0.7022,0.4824,-1.4098
CMPD_10594,TRG_2094,Enzyme,467.694,4.511,1,3,2,88.903,HTS,7.02,24.1,ChEMBL,0.3,4.683,0,-1.5275,-1.3377,-1.0715,0.898,-2.2242,-0.4094,-0.4955,1.6305,-1.834,0.6999,-1.4025,0.1807,-1.0306,-1.8804,0.0377,1.3023,-0.4993,-0.8766,-1.7704,-0.1852,0.4124,1.1203,0.7907,-1.6741
CMPD_10595,TRG_2095,GPCR,333.254,5.107,1,6,2,53.289,Binding Assay,7.64,29.5,Literature,0.78,5.01,0,-0.1571,-0.2878,-0.9508,0.2862,-1.1118,-0.5683,0.2867,-0.4969,-1.4485,1.51,0.1447,-0.1381,-0.9122,0.2522,0.0677,-1.3163,0.4752,0.8704,-1.7012,0.2203,-1.1153,0.4052,-0.9655,-0.1046
CMPD_10596,TRG_2096,Transporter,296.474,1.852,1,8,3,92.647,Functional Assay,7.86,25.1,Literature,0.757,7.358,1,1.2864,1.0432,-0.4436,0.0137,1.6294,0.4717,1.6913,-1.2364,-1.0077,0.369,0.3838,0.6506,-1.2181,2.5112,1.2882,0.8697,0.315,-0.6751,1.0149,0.6322,-0.4237,-0.595,-1.7288,-1.368
CMPD_10597,TRG_2097,Kinase,433.192,0.113,0,6,7,118.583,Functional Assay,6.64,28.1,BindingDB,0.497,6.847,1,0.0165,-1.1623,0.3549,1.767,-0.1947,1.0876,-0.8395,-0.6771,-0.92,-2.061,-0.9081,-1.021,0.6905,0.5768,-0.2687,-1.3534,0.7201,-1.3682,0.5228,0.1883,0.323,-0.5993,0.1257,0.9807
CMPD_10598,TRG_2098,Kinase,301.551,1.756,1,4,3,0.0,Binding Assay,7.03,21.5,BindingDB,0.691,8.071,1,-0.5541,-0.4274,0.2239,-2.7948,1.2807,-0.3007,0.5676,-1.148,-0.3201,0.4178,1.5743,0.1685,0.8709,-2.1122,-0.634,0.6078,0.452,0.6371,0.107,-0.4891,0.6574,0.9636,-0.1652,1.8611
CMPD_10599,TRG_2099,Kinase,496.081,2.969,2,5,2,226.706,Binding Assay,7.12,25.8,ChEMBL,0.725,8.152,1,-0.8805,0.7753,-0.049,-0.1398,0.5863,-1.133,-0.3388,-1.011,-0.0623,0.7924,-0.2075,-0.1096,0.3744,0.1858,-0.0616,0.19,0.3465,1.882,-0.8517,0.2874,-0.6408,0.6192,-0.3347,0.7032
CMPD_10600,TRG_2000,Kinase,404.234,0.765,1,5,6,41.711,Binding Assay,8.06,22.9,BindingDB,0.836,9.309,1,-0.5138,-0.1355,-0.9037,0.3651,-0.6859,-0.1297,-0.3307,1.9045,-1.3615,1.5394,0.4534,-2.7474,1.4021,-0.1846,-1.7093,-0.2617,0.1678,-1.724,0.5823,0.1698,-1.7235,1.3685,-1.0194,-1.5513
CMPD_10601,TRG_2001,GPCR,310.967,0.777,1,3,0,94.507,Functional Assay,6.71,22.8,BindingDB,0.98,4.139,0,-1.8729,1.124,1.2105,1.8142,-0.2653,-0.6886,2.4523,1.0622,-1.0428,-0.5281,-0.655,1.638,0.423,-0.1328,1.2224,-0.1512,2.4599,-0.1046,0.3039,0.5047,1.4363,-0.417,-2.0595,1.4643
CMPD_10602,TRG_2002,Kinase,522.585,3.119,1,4,2,179.31,Functional Assay,7.86,27.2,InHouse,0.929,9.356,1,-0.8743,0.2535,-0.0073,0.4583,2.5044,0.2765,2.6045,0.5837,-0.1385,0.5543,0.7437,0.4911,2.1457,-0.1003,1.9129,1.3185,-0.7038,0.0054,0.6599,0.5678,0.6013,1.0836,-1.4078,0.3546
CMPD_10603,TRG_2003,Kinase,301.543,2.412,4,5,3,61.671,SPR,6.32,24.6,BindingDB,0.78,5.477,0,2.1526,0.0674,-0.7631,-1.2027,-0.6168,-1.2365,-0.2794,-0.3979,-0.2199,-0.5732,-0.1936,-0.6068,0.4668,-0.1873,0.1907,-0.1704,-1.3559,-1.0893,-0.0694,0.4214,-0.8251,-0.893,-1.1311,0.9352
CMPD_10604,TRG_2004,Kinase,409.368,2.559,1,5,3,148.409,Binding Assay,7.95,20.8,InHouse,0.288,3.69,0,-0.4464,-0.3286,0.7407,-0.9447,-0.7034,-0.6133,-0.0717,-1.4989,0.013,1.9315,-0.2635,0.6121,0.9836,-0.8043,1.972,-1.3444,-0.6149,0.8191,-0.2503,0.3985,1.7666,1.928,1.4875,-1.2206
CMPD_10605,TRG_2005,GPCR,373.943,1.135,0,5,1,71.856,SPR,7.71,25.3,ChEMBL,0.431,7.025,1,-0.9774,-0.0981,0.6381,-0.2691,0.5477,-0.4585,-0.4466,0.1239,-0.517,-0.2347,0.3534,1.0162,0.8424,-1.2675,0.4129,-1.0438,-0.5323,0.3665,-0.5272,0.1136,-1.1169,0.3469,2.2416,1.0319
CMPD_10606,TRG_2006,Kinase,454.139,2.085,0,4,4,143.086,Functional Assay,7.11,22.9,ChEMBL,0.705,5.28,0,1.5068,-0.3303,2.1794,2.1687,0.1278,-0.6401,0.0827,0.9477,1.128,-0.4471,1.4143,-0.0902,1.4876,0.9015,0.4676,-0.938,-1.9618,-0.3891,-0.6449,-1.6488,-0.8202,-0.6332,0.7171,-0.475
CMPD_10607,TRG_2007,GPCR,474.921,0.836,1,5,5,55.254,HTS,7.75,20.7,ChEMBL,0.333,7.247,1,-0.7226,1.1576,-0.1266,-0.3887,-1.0809,-0.5415,-0.0715,-1.8682,0.6113,-0.9015,0.4842,-0.6448,0.1697,-1.0834,-0.3741,0.9419,-0.4192,0.0024,-0.4722,-0.9058,-0.4481,0.5137,0.075,-0.6759
CMPD_10608,TRG_2008,IonChannel,352.56,4.102,1,6,3,152.697,Binding Assay,6.9,22.0,ChEMBL,0.157,6.334,0,-0.0645,0.5944,1.092,0.5657,1.1474,0.4803,1.0461,0.4333,-0.0077,-1.2366,0.4602,-0.164,-2.5111,0.4949,-1.464,-0.3807,-0.621,-0.3111,-1.1019,0.6744,1.6565,-0.3574,-0.3556,0.2815
CMPD_10609,TRG_2009,Transporter,289.727,4.363,1,3,1,86.953,HTS,6.65,31.1,BindingDB,0.122,6.435,0,0.7729,0.5975,-0.1989,0.0597,0.2431,1.6346,1.9409,0.0864,0.5525,-0.4334,1.2808,-1.318,-0.5785,0.5385,1.2383,0.7835,0.5165,-0.4081,-2.8353,1.9146,-0.4251,1.0398,0.353,0.0462
CMPD_10610,TRG_2010,Kinase,386.798,-0.823,1,11,4,52.251,HTS,8.22,28.6,InHouse,0.792,9.423,1,0.0103,1.0731,-0.8855,-0.1499,1.6379,0.247,1.1439,-0.9843,-1.5207,0.2772,-1.269,0.14,0.9442,0.4733,0.1968,-0.3292,-0.0834,-0.504,-0.1968,-1.6053,1.4011,-0.3416,0.8353,-0.289
CMPD_10611,TRG_2011,Transporter,295.783,0.827,3,4,5,113.885,Binding Assay,6.88,19.0,BindingDB,0.314,5.836,0,0.3665,-2.1769,0.8445,0.3845,0.699,-0.6025,-0.5098,1.5795,2.4999,-0.7801,-0.0773,1.2683,0.1992,1.7196,0.0703,-0.8606,0.9712,0.2165,-0.5055,0.471,0.7682,-0.4313,-0.0176,-0.2479
